timestamp	time	fix	state	rawx	rawy	avgx	avgy	psize	Lrawx	Lrawy	Lavgx	Lavgy	Lpsize	Lpupilx	Lpupily	Rrawx	Rrawy	Ravgx	Ravgy	Rpsize	Rpupilx	Rpupily
MSG	2017-10-21 21:58:23.860	1060782920	image_on
MSG	2017-10-21 21:58:23.860	1060782920	bikinishop.jpg
MSG	2017-10-21 21:58:23.860	1060782920	start_recording
2017-10-21 21:58:26.614	1060785718	True	7	833.6893	517.7252	824.1893	460.6989	17.4971	818.6374	546.5173	815.4329	514.15	17.0985	0.4663	0.498	848.7413	488.9332	829.7511	449.058	17.8957	0.6029	0.5117
2017-10-21 21:58:26.647	1060785751	True	7	813.3795	504.0492	823.9692	462.8169	17.43125	810.4901	526.9922	814.6666	515.7518	17.1976	0.4662	0.4981	816.269	481.1061	828.9191	452.1341	17.6649	0.6028	0.5117
2017-10-21 21:58:26.681	1060785785	True	7	832.0242	480.23	823.7498	464.4563	17.0966	831.2802	493.2182	815.6531	515.0628	16.9512	0.4662	0.498	832.7682	467.2418	828.2277	453.7548	17.242	0.6028	0.5116
2017-10-21 21:58:26.714	1060785818	True	7	839.8595	437.4058	823.6768	465.6805	16.72725	849.3364	461.0362	817.661	512.0942	16.7723	0.466	0.498	830.3826	413.7753	828.2731	452.2565	16.6822	0.6026	0.5113
2017-10-21 21:58:26.748	1060785852	True	7	832.3508	498.4497	823.5772	467.2822	17.8742	819.6947	551.2408	817.4305	514.7485	17.0794	0.4658	0.4982	845.007	445.6587	829.3063	452.064	18.669	0.6024	0.5115
2017-10-21 21:58:26.781	1060785885	True	7	818.8895	479.3825	823.4174	468.8104	17.91425	813.6688	534.6677	817.2734	516.1376	16.8938	0.4658	0.4981	824.1102	424.0973	829.0722	450.3197	18.9347	0.6024	0.5114
2017-10-21 21:58:26.814	1060785918	True	7	844.8517	468.0087	823.312	470.6399	17.5186	839.5518	506.5285	818.3088	515.7268	16.0862	0.4659	0.4979	850.1517	429.489	830.49	449.7589	18.951	0.6025	0.5114
MSG	2017-10-21 21:58:26.866	1060785918	stop_recording
MSG	2017-10-21 21:58:26.867	1060785918	image_off
MSG	2017-10-21 21:58:27.878	1060786917	image_on
MSG	2017-10-21 21:58:27.878	1060786917	osdoc.jpg
MSG	2017-10-21 21:58:27.878	1060786950	start_recording
2017-10-21 21:58:27.880	1060786984	True	7	579.0817	515.8976	596.5409	488.9004	20.1458	538.7402	502.5199	575.9499	540.5759	19.9026	0.4641	0.4976	619.423	529.2753	606.4695	491.958	20.389	0.601	0.5118
2017-10-21 21:58:27.913	1060787017	True	7	614.0292	519.9211	596.0119	491.4543	19.8783	583.2095	521.3228	576.2992	539.1964	19.7116	0.4643	0.4978	644.8488	518.5195	609.1058	494.2485	20.045	0.6011	0.5117
2017-10-21 21:58:27.946	1060787050	True	7	591.1391	556.6508	594.639	494.988	20.2339	549.6175	565.9052	574.1133	541.2701	20.1774	0.464	0.498	632.6607	547.3965	632.6607	547.3965	20.2904	0.601	0.5119
2017-10-21 21:58:27.980	1060787084	True	7	582.394	551.2236	593.6691	499.0325	20.2859	579.8632	539.3339	574.2918	541.2599	20.0862	0.464	0.4979	584.9248	563.1134	584.9248	563.1134	20.4856	0.6008	0.512
2017-10-21 21:58:28.013	1060787117	True	7	597.649	524.5266	593.252	502.093	20.53435	564.8716	537.6172	573.4301	541.1205	20.4038	0.464	0.4979	630.4265	511.436	607.7047	537.2418	20.6649	0.6009	0.5118
2017-10-21 21:58:28.046	1060787150	True	7	578.4631	565.6904	593.0243	505.2849	20.6659	567.6666	571.3502	572.8282	543.2621	20.6642	0.464	0.4981	589.2596	560.0306	601.5688	544.8265	20.6676	0.6008	0.512
2017-10-21 21:58:28.080	1060787184	True	7	602.441	554.6693	592.4532	509.2199	20.18785	618.1818	563.6701	575.6072	544.7701	19.7223	0.4641	0.498	586.7003	545.6686	597.8237	545.0353	20.6534	0.6008	0.5119
2017-10-21 21:58:28.113	1060787217	True	7	572.0123	551.6525	591.9397	512.6847	20.6543	553.7505	572.9476	574.124	546.7866	20.3212	0.4639	0.498	590.2742	530.3573	596.2719	542.0534	20.9874	0.6008	0.5118
2017-10-21 21:58:28.147	1060787251	True	7	620.3541	533.4851	590.8346	516.2309	20.56805	599.8289	564.4804	575.6232	548.1628	20.0979	0.464	0.498	640.8792	502.4898	603.8519	535.2791	21.0382	0.6009	0.5118
2017-10-21 21:58:28.180	1060787284	True	7	640.3431	521.4317	589.7341	519.6484	20.1885	608.2383	508.7209	577.6013	546.0097	19.7779	0.464	0.4978	672.448	534.1425	614.034	535.0168	20.5991	0.6008	0.5119
2017-10-21 21:58:28.213	1060787317	True	7	603.2286	537.838	589.9471	522.2459	19.9874	579.2761	563.0695	577.7578	547.2135	19.3795	0.4639	0.4981	627.1813	512.6066	615.9335	532.006	20.5953	0.6007	0.5118
2017-10-21 21:58:28.246	1060787350	True	7	610.6748	522.4558	589.8499	524.8777	18.96905	588.0123	561.382	578.4377	548.2587	18.3488	0.4639	0.4981	633.3374	483.5296	618.1672	526.1885	19.5893	0.6006	0.5117
2017-10-21 21:58:28.279	1060787383	True	7	549.1473	512.3268	591.2676	525.8677	18.13065	525.4854	491.2093	575.4542	544.9764	17.4898	0.4633	0.4982	572.8093	533.4443	613.5041	526.7607	18.7715	0.6001	0.5119
2017-10-21 21:58:28.313	1060787417	True	7	447.2438	546.7335	591.9954	526.8928	17.5991	431.9427	524.9658	431.9427	524.9658	16.9085	0.4629	0.4983	462.5449	568.5012	462.5449	568.5012	18.2897	0.5993	0.5122
2017-10-21 21:58:28.346	1060787450	False	7	484.3654	530.4347	484.3654	530.4347	16.54965	500.9584	582.8201	500.9584	582.8201	16.2485	0.4631	0.4986	467.7722	478.0493	467.7722	478.0493	16.8508	0.5993	0.5117
2017-10-21 21:58:28.380	1060787484	False	7	483.7317	521.3135	484.0481	525.8682	16.22005	486.2262	490.2203	493.5829	536.4612	15.5566	0.4631	0.4982	481.2372	552.4066	474.5133	515.2753	16.8835	0.5995	0.5121
2017-10-21 21:58:28.413	1060787517	False	7	485.9297	535.2222	484.5879	527.9545	17.3631	482.7788	551.0365	489.9537	541.2617	17.2389	0.4631	0.4985	489.0806	519.4078	479.4012	516.7218	17.4873	0.5996	0.5118
2017-10-21 21:58:28.446	1060787550	False	7	493.9208	487.6886	485.629	526.5522	16.98115	487.6971	521.9664	489.3615	536.355	17.0839	0.4633	0.4982	500.1445	453.4109	484.6603	500.805	16.8784	0.5998	0.5115
2017-10-21 21:58:28.479	1060787583	False	7	457.9167	504.5577	484.4461	522.9932	16.99215	457.0497	567.7514	482.7785	542.6695	16.6166	0.4633	0.4984	458.7836	441.364	479.459	488.679	17.3677	0.5998	0.5115
